num_variables,num_initialized_vars,num_nonzero_initialized_vars,num_uint8,num_uint256,num_loops,num_payable_functions,num_mappings,num_arrays,gas_cost,optimization_level
136,5,0,0,10,6,0,5,0,0,0
46,1,0,0,13,4,0,3,0,0,0
92,18,1,0,0,19,8,3,0,0,0
64,4,0,1,32,7,0,3,0,0,0
69,3,0,0,39,1,0,3,0,0,0
61,0,0,1,19,7,0,3,0,0,0
136,5,0,0,10,6,0,5,0,0,0
104,2,0,4,36,6,0,3,0,0,0
61,0,0,1,19,7,0,3,0,0,0
59,9,0,0,42,1,2,0,0,0,0
70,3,0,0,6,1,0,3,0,0,0
61,0,0,1,19,7,0,3,0,0,0
87,9,0,0,0,11,0,4,0,0,0
302,20,0,6,50,5,2,6,0,0,0
10,0,0,1,5,1,0,3,0,0,0
134,17,3,5,13,25,0,3,1,0,0
7,1,0,0,3,0,2,1,0,0,0
4,0,0,0,0,1,0,0,0,0,0
135,9,0,3,56,9,0,3,0,0,0
226,15,0,5,81,19,3,8,0,0,0
184,54,0,3,104,12,1,7,0,0,0
72,3,0,1,22,9,3,4,0,0,0
15,2,0,0,0,1,0,0,0,0,0
147,14,0,1,20,3,2,5,0,0,0
61,0,0,1,19,7,0,3,0,0,0
131,2,0,1,0,4,0,7,0,0,0
64,1,0,1,22,8,0,3,0,0,0
48,1,0,1,14,6,0,3,0,0,0
5,0,0,0,0,0,0,0,0,0,0
78,2,0,1,5,8,0,3,0,0,0
48,1,0,1,14,6,0,3,0,0,0
583,15,2,0,480,23,6,10,0,0,0
160,14,1,2,11,3,0,4,0,0,1
10,2,0,0,0,1,0,0,0,0,0
10,4,0,0,0,0,0,0,0,0,0
104,8,0,1,44,4,0,3,0,0,0
144,8,0,1,53,4,0,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0
74,0,0,1,1,5,0,3,0,0,0
76,2,0,1,32,5,0,4,0,0,0
148,11,0,15,65,7,1,0,0,0,0
68,5,0,0,19,1,0,3,0,0,0
38,1,0,1,10,6,0,3,0,0,0
139,34,5,0,79,15,0,10,0,0,0
64,1,0,1,22,6,0,3,0,0,0
173,13,0,1,65,10,2,3,0,0,0
61,0,0,1,19,7,0,3,0,0,0
60,0,0,1,19,2,0,3,0,0,0
89,4,0,1,36,3,0,3,0,0,0
13,2,0,0,3,2,1,0,0,0,0
145,50,0,2,91,9,0,6,0,0,0
48,1,0,1,14,6,0,3,0,0,0
26,2,0,1,13,2,0,0,0,0,0
26,0,0,1,9,0,0,3,0,0,0
129,3,0,0,22,6,0,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0
72,12,0,0,25,11,1,4,0,0,0
74,0,0,1,1,5,0,3,0,0,0
40,5,0,0,25,1,0,0,0,0,0
40,5,0,0,25,1,0,0,0,0,0
29,0,0,1,10,0,0,3,0,0,0
43,1,1,1,17,0,1,3,0,0,1
0,0,0,0,0,0,0,0,0,0,0
28,3,0,1,0,9,0,0,0,0,0
50,1,0,1,14,6,0,3,0,0,0
50,0,0,1,18,0,0,3,0,0,0
7,0,0,0,0,0,0,0,0,0,0
48,1,0,1,11,5,0,3,0,0,0
69,2,0,1,21,9,1,4,0,0,0
59,7,0,0,2,9,0,3,0,0,0
46,1,0,1,12,6,0,3,0,0,0
14,8,1,0,0,6,0,1,0,0,0
57,0,0,1,18,1,0,3,0,0,0
61,0,0,1,19,7,0,3,0,0,0
85,5,0,0,38,4,2,3,0,0,0
437,35,0,0,20,48,4,16,0,0,0
186,10,0,0,18,7,0,6,0,0,0
26,6,0,0,1,8,1,0,0,0,0
360,33,1,26,86,20,3,1,0,0,0
457,87,10,36,6,92,7,2,0,0,0
48,1,0,1,14,6,0,3,0,0,0
168,12,0,3,42,7,1,5,0,0,0
271,15,0,0,82,9,0,10,0,0,0
40,5,0,0,25,1,0,0,0,0,0
28,2,0,0,5,0,0,1,0,0,0
126,3,0,3,30,0,0,1,0,0,0
48,1,0,1,14,6,0,3,0,0,0
100,5,0,0,35,4,1,3,0,0,0
64,1,0,1,22,8,0,3,0,0,0
72,0,0,3,27,7,1,5,0,0,0
17,0,0,0,10,0,0,1,0,0,0
40,5,0,0,25,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0
74,0,0,1,1,5,0,3,0,0,0
33,3,0,0,11,1,0,1,0,0,0
29,6,0,0,14,2,0,0,0,0,0
90,1,0,3,3,5,0,3,0,0,0
18,1,0,1,6,0,0,3,0,0,0
40,5,0,0,25,1,0,0,0,0,0
54,1,0,1,19,5,0,3,0,0,0
148,8,0,2,39,11,0,5,0,0,0
80,7,1,1,40,7,0,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0
48,3,1,1,22,4,0,2,0,0,0
74,0,0,1,1,5,0,3,0,0,0
58,2,0,0,16,1,0,3,0,0,0
87,9,0,0,0,11,0,4,0,0,0
155,2,0,1,49,5,0,4,0,0,0
103,2,0,0,40,0,0,4,0,0,0
0,0,0,0,0,0,0,0,0,0,0
74,9,0,2,35,16,1,4,0,0,0
54,0,0,1,2,4,0,3,0,0,0
74,0,0,1,1,5,0,3,0,0,0
74,0,0,1,1,5,0,3,0,0,0
152,7,0,1,59,9,1,7,0,0,0
72,7,0,0,41,2,0,0,0,0,0
35,5,0,0,24,1,0,0,0,0,0
104,5,0,0,36,4,1,3,0,0,0
7,0,0,0,3,0,3,0,0,0,0
40,5,0,0,25,1,0,0,0,0,0
40,5,0,0,25,1,0,0,0,0,0
73,1,0,1,25,8,0,4,0,0,0
74,0,0,1,1,5,0,3,0,0,0
61,0,0,1,19,7,0,3,0,0,0
386,71,1,0,305,47,3,12,0,0,0
48,1,0,1,14,6,0,3,0,0,0
229,17,0,0,82,13,2,4,0,0,0
95,9,0,3,40,10,0,4,0,0,0
53,2,1,1,13,4,0,3,0,0,0
75,5,0,1,36,4,0,3,0,0,0
81,5,0,0,43,2,0,2,0,0,0
35,0,0,1,13,5,0,3,0,0,0
40,5,0,0,25,1,0,0,0,0,0
55,9,0,0,33,5,1,1,0,0,0
215,13,0,0,9,25,5,8,0,0,0
61,0,0,1,19,7,0,3,0,0,0
60,3,0,0,33,1,0,3,0,0,0
40,5,0,0,25,1,0,0,0,0,0
26,12,1,6,3,9,0,1,0,0,0
58,0,0,1,8,2,0,4,0,0,0
168,57,1,4,100,13,0,6,0,0,0
97,8,0,0,59,1,1,2,0,0,0
10,0,0,1,5,0,0,3,0,0,0
203,52,4,1,152,19,4,7,0,0,0
48,1,0,1,14,6,0,3,0,0,0
181,16,0,3,99,3,1,4,0,0,0
36,7,0,0,30,1,1,0,0,0,0
131,15,0,1,58,6,1,4,0,0,0
86,2,0,2,2,2,0,3,0,0,0
61,0,0,1,19,7,0,3,0,0,0
61,0,0,1,19,2,0,3,0,0,0
9,1,0,0,0,0,0,0,0,0,0
47,1,0,1,13,6,0,3,0,0,0
139,34,5,0,79,15,0,10,0,0,0
112,4,0,3,47,1,0,1,0,0,0
61,4,0,2,33,6,0,4,0,0,0
47,3,0,2,16,3,0,3,0,0,0
72,2,0,1,0,5,0,3,0,0,0
40,5,0,0,25,1,0,0,0,0,0
2,0,0,0,0,0,1,0,0,0,0
176,11,1,2,3,35,7,4,0,0,0
50,1,0,1,12,1,1,4,0,0,0
204,8,0,6,16,1,1,10,0,0,0
222,25,0,1,96,19,2,6,0,0,0
56,1,0,2,20,6,0,3,0,0,0
98,5,0,1,37,3,0,3,0,0,0
1,0,0,0,0,0,0,0,0,0,0
1526,211,4,2,1034,109,8,10,1,0,0
96,15,0,1,20,4,0,0,0,0,0
78,4,0,0,0,2,0,4,0,0,0
69,2,0,1,21,9,1,4,0,0,0
49,5,0,0,28,3,0,2,0,0,0
40,5,0,0,25,1,0,0,0,0,0
28,1,0,1,8,0,0,3,0,0,0
40,5,0,0,25,1,0,0,0,0,0
176,14,0,4,84,20,1,5,0,0,0
285,19,0,2,17,35,7,8,0,0,0
251,14,0,0,35,6,2,10,0,0,0
137,5,0,0,35,6,1,2,0,0,0
50,5,0,0,28,5,1,2,0,0,0
40,5,0,0,25,1,0,0,0,0,0
24,1,0,0,3,0,0,0,0,0,0
118,9,0,1,6,10,0,4,0,0,0
61,0,0,1,19,2,0,3,0,0,0
128,11,5,0,37,6,1,7,0,0,0
166,5,0,2,73,7,2,5,0,0,0
58,4,1,1,25,0,0,4,0,0,1
58,1,0,1,16,7,0,4,0,0,0
0,0,0,0,0,0,0,0,0,0,0
4,2,0,0,0,2,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
74,0,0,1,1,5,0,3,0,0,0
198,9,0,2,41,7,0,5,0,0,0
66,2,0,0,24,0,0,5,0,0,0
243,31,0,22,56,11,1,8,0,0,0
80,3,0,0,34,4,0,3,0,0,0
54,3,0,1,26,1,0,1,0,0,0
423,27,2,50,121,34,3,10,0,0,0
55,4,0,0,17,1,0,7,0,0,0
119,9,0,1,78,5,1,3,0,0,0
102,5,1,3,14,3,1,5,0,0,1
85,4,0,3,32,1,0,3,0,0,0
84,10,0,0,31,4,0,11,0,0,0
74,8,2,1,26,6,0,5,0,0,0
94,10,0,0,33,0,0,4,0,0,0
231,20,0,3,105,5,2,2,0,0,0
52,3,1,3,19,0,1,4,0,0,1
89,4,0,1,36,3,0,3,0,0,0
98,5,0,0,39,3,0,3,0,0,0
54,3,0,0,16,2,0,1,0,0,0
69,2,0,1,21,9,1,4,0,0,0
384,69,1,0,303,48,4,12,0,0,0
124,15,0,1,51,6,1,4,0,0,0
69,2,0,1,21,9,1,4,0,0,0
100,2,0,3,33,2,0,3,0,0,0
10,0,0,1,5,1,0,3,0,0,0
4,0,0,0,0,0,0,0,0,0,0
159,6,0,0,0,2,0,3,0,0,0
47,6,0,0,28,4,3,3,0,0,0
34,0,0,1,12,5,0,3,0,0,0
56,0,0,2,20,1,0,3,0,0,0
40,5,0,0,25,1,0,0,0,0,0
111,14,4,0,4,17,0,3,0,0,0
74,0,0,1,1,5,0,3,0,0,0
40,5,0,0,25,1,0,0,0,0,0
63,0,0,1,21,8,0,3,0,0,0
38,1,0,1,14,0,0,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0
358,32,0,12,20,32,2,10,0,0,0
61,1,1,1,20,127,0,3,0,0,0
112,10,0,0,49,1,1,4,0,0,0
69,5,0,1,30,6,0,3,0,0,0
61,0,0,1,19,2,0,3,0,0,0
92,3,1,1,39,3,0,3,0,0,1
159,23,0,0,76,31,0,7,0,0,0
17,0,0,0,1,2,1,0,0,0,0
253,60,5,11,1,40,11,3,0,0,0
132,5,0,1,37,6,0,4,0,0,0
40,5,0,0,25,1,0,0,0,0,0
64,1,0,1,22,8,0,3,0,0,0
123,3,0,1,39,6,0,3,0,0,0
10,1,0,0,0,3,0,0,0,0,0
242,24,1,1,97,27,1,10,0,0,0
1,0,0,0,0,0,0,0,0,0,0
64,1,0,1,22,8,0,3,0,0,0
58,0,0,1,21,0,0,3,0,0,0
113,6,1,1,30,4,0,8,0,0,0
104,10,0,0,38,3,1,3,0,0,0
79,4,0,0,54,6,1,1,0,0,0
88,7,0,5,0,7,0,4,0,0,0
77,3,0,0,6,1,0,3,0,0,0
65,7,0,0,33,5,2,1,0,0,0
74,0,0,1,1,5,0,3,0,0,0
145,12,0,2,46,6,0,3,0,0,0
40,5,0,0,25,1,0,0,0,0,0
111,3,0,1,40,7,0,3,0,0,0
137,17,0,0,90,8,0,5,0,0,0
61,0,0,1,19,7,0,3,0,0,0
102,6,0,0,45,3,1,3,0,0,0
66,2,0,1,20,0,1,4,0,0,0
20,0,0,0,6,0,1,1,0,0,0
61,6,6,0,28,0,0,0,0,0,1
100,8,0,0,55,6,0,3,0,0,0
43,0,0,0,12,2,0,0,0,0,0
9,1,0,0,1,1,0,0,0,0,0
145,3,1,0,0,1,2,0,0,0,1
363,54,0,0,23,14,0,28,0,0,0
74,0,0,1,1,5,0,3,0,0,0
40,4,0,0,19,5,1,1,0,0,0
56,0,0,2,20,1,0,3,0,0,0
153,19,0,1,11,6,2,4,0,0,0
0,0,0,0,0,0,0,0,0,0,0
106,10,0,0,0,13,0,4,0,0,0
175,18,0,2,98,6,2,5,0,0,0
40,5,0,0,25,1,0,0,0,0,0
213,23,0,0,124,14,1,6,0,0,0
12,0,0,0,0,0,1,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0
24,0,0,1,8,0,0,3,0,0,0
43,0,0,1,16,0,0,3,0,0,0
58,2,0,0,1,2,0,1,0,0,0
142,17,0,0,76,4,1,4,0,0,0
335,56,5,18,54,55,11,6,0,0,0
87,9,0,0,0,11,0,4,0,0,0
101,2,0,1,39,3,0,3,0,0,0
2,0,0,0,0,0,1,0,0,0,0
131,12,0,0,56,7,1,3,0,0,0
65,3,0,3,21,7,0,3,0,0,0
48,1,0,1,14,6,0,3,0,0,0
91,4,0,1,35,4,0,4,0,0,0
10,0,0,1,5,1,0,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0
37,0,0,1,0,0,1,3,0,0,0
154,5,0,1,53,1,0,3,0,0,0
142,5,0,2,47,4,0,4,0,0,0
115,3,0,0,41,4,0,4,0,0,0
57,0,0,1,18,1,0,3,0,0,0
3,0,0,0,0,0,0,1,0,0,0
48,1,0,1,14,6,0,3,0,0,0
52,1,0,1,15,6,0,3,0,0,0
672,20,1,1,306,15,4,4,0,0,0
38,1,0,0,12,11,0,0,0,0,0
113,10,0,20,3,1,0,1,0,0,0
39,1,0,1,12,4,0,3,0,0,0
61,0,0,1,19,7,0,3,0,0,0
61,0,0,1,19,7,0,3,0,0,0
92,3,0,1,37,3,0,3,0,0,0
144,12,0,4,49,3,1,4,0,0,0
75,0,0,1,1,1,0,3,0,0,0
65,1,0,3,21,5,0,3,0,0,0
26,7,0,3,0,4,0,1,0,0,0
388,72,1,0,306,47,3,12,0,0,0
51,1,0,0,0,0,0,3,0,0,0
90,3,0,1,30,0,0,4,0,0,0
97,8,0,0,49,2,2,3,0,0,0
86,9,0,0,0,11,0,4,0,0,0
117,5,0,1,10,11,0,4,0,0,0
80,5,0,0,41,1,0,4,0,0,0
425,41,2,60,173,36,1,15,0,0,0
23,0,0,0,0,0,0,3,0,0,0
201,17,0,0,76,17,3,5,0,0,0
121,8,0,4,15,9,0,6,0,0,0
64,1,0,1,22,8,0,3,0,0,0
89,4,0,2,1,1,0,5,0,0,0
74,0,0,1,1,5,0,3,0,0,0
48,1,0,1,14,6,0,3,0,0,0
85,4,0,3,32,1,0,3,0,0,0
56,1,0,2,20,6,0,3,0,0,0
43,1,1,1,17,0,1,3,0,0,1
142,6,0,0,9,10,3,5,0,0,0
40,5,0,0,25,1,0,0,0,0,0
576,59,0,1,16,72,0,10,0,0,0
0,0,0,0,0,0,0,0,0,0,0
48,2,1,1,17,1,0,3,0,0,1
88,10,2,2,29,14,1,3,0,0,0
6,0,0,0,0,0,0,0,0,0,0
59,1,0,3,21,0,0,3,0,0,0
35,7,0,0,12,0,2,0,0,0,0
83,3,0,0,28,18,1,0,0,0,0
76,0,0,1,1,6,0,3,0,0,0
51,1,0,3,15,7,1,4,0,0,0
6,0,0,0,0,0,0,0,0,0,0
40,5,0,0,25,1,0,0,0,0,0
74,0,0,1,1,5,0,3,0,0,0
71,4,1,0,33,1,0,3,0,0,1
93,4,0,1,38,3,0,3,0,0,0
65,3,0,3,21,7,0,3,0,0,0
12,0,0,0,0,0,1,0,0,0,0
77,1,0,1,21,7,0,5,0,0,0
124,15,1,2,62,6,3,5,0,0,0
40,5,0,0,25,1,0,0,0,0,0
49,3,0,2,13,0,0,1,0,0,0
56,1,0,1,15,9,0,4,0,0,0
61,0,0,1,19,7,0,3,0,0,0
39,3,0,0,15,5,2,1,0,0,0
12,0,0,0,2,0,0,0,0,0,0
70,5,0,0,32,1,0,3,0,0,0
60,4,1,1,19,1,4,4,0,0,1
0,0,0,0,0,0,0,0,0,0,0
78,3,0,0,34,3,0,3,0,0,0
87,24,9,2,45,2,0,4,0,0,1
152,10,0,3,38,6,0,5,0,0,0
106,6,0,0,6,6,0,5,0,0,0
49,6,0,2,33,10,0,0,0,0,0
40,5,0,0,25,1,0,0,0,0,0
48,1,0,1,11,5,0,3,0,0,0
354,52,0,1,26,19,3,5,0,0,0
101,3,0,0,69,3,2,0,0,0,0
49,1,0,1,15,6,0,3,0,0,0
40,5,0,0,25,1,0,0,0,0,0
229,19,1,16,34,42,0,6,0,0,0
84,8,0,0,0,10,0,4,0,0,0
40,5,0,0,25,1,0,0,0,0,0
142,11,0,0,49,4,1,6,0,0,0
84,15,2,14,44,9,2,7,0,0,0
66,6,0,0,1,15,0,6,0,0,0
91,6,0,1,37,11,1,4,0,0,0
40,5,0,0,25,1,0,0,0,0,0
56,4,2,1,30,0,2,3,0,0,1
0,0,0,0,0,0,0,0,0,0,0
74,0,0,1,1,5,0,3,0,0,0
88,1,0,1,14,0,2,5,0,0,0
71,1,1,1,20,9,0,3,0,0,0
98,5,0,1,37,3,0,3,0,0,0
116,21,0,7,0,10,0,1,0,0,0
216,0,0,4,8,13,1,1,0,0,0
40,5,0,0,25,1,0,0,0,0,0
167,9,0,1,55,20,1,4,0,0,0
24,0,0,1,8,0,0,3,0,0,0
186,10,0,0,18,7,0,6,0,0,0
78,11,2,0,9,6,0,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0
386,71,1,0,305,47,3,12,0,0,0
0,0,0,0,0,0,0,0,0,0,0
145,7,0,0,18,5,0,5,0,0,0
20,3,1,2,0,3,0,0,0,0,0
41,0,0,1,12,4,0,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0
147,10,0,0,73,8,2,3,0,0,0
218,24,1,1,123,8,2,6,0,0,0
74,0,0,1,1,5,0,3,0,0,0
40,5,0,0,25,1,0,0,0,0,0
48,1,0,1,14,6,0,3,0,0,0
46,1,0,1,14,0,1,4,0,0,0
10,0,0,1,5,1,0,3,0,0,0
74,0,0,1,1,5,0,3,0,0,0
64,1,0,1,22,8,0,3,0,0,0
10,0,0,1,5,1,0,3,0,0,0
64,1,0,1,22,8,0,3,0,0,0
93,4,0,1,38,3,0,3,0,0,0
32,3,1,0,0,4,0,0,0,0,0
74,0,0,1,1,5,0,3,0,0,0
115,2,0,1,35,3,0,3,0,0,0
39,8,0,0,25,5,1,0,0,0,0
40,5,0,0,25,1,0,0,0,0,0
18,4,0,2,0,0,2,0,0,0,0
159,1,0,10,37,21,1,3,0,0,0
61,0,0,1,19,7,0,3,0,0,0
64,1,0,1,22,8,0,3,0,0,0
112,11,3,1,44,4,0,3,0,0,0
70,4,0,1,36,1,1,3,0,0,0
296,70,6,22,16,31,8,5,0,0,0
26,1,0,0,0,0,0,1,0,0,0
48,1,0,1,14,6,0,3,0,0,0
23,1,0,0,0,0,0,0,0,0,0
29,2,0,0,0,8,0,0,0,0,0
60,3,0,0,17,4,1,1,0,0,0
138,2,0,0,42,4,0,3,0,0,0
61,0,0,1,19,7,0,3,0,0,0
61,0,0,1,19,7,0,3,0,0,0
22,0,0,2,6,0,0,2,0,0,0
110,3,0,1,39,7,0,3,0,0,0
40,5,0,0,25,1,0,0,0,0,0
108,5,0,1,39,6,0,4,0,0,0
93,4,0,1,38,3,0,3,0,0,0
74,0,0,1,1,5,0,3,0,0,0
48,1,0,1,14,6,0,3,0,0,0
61,0,0,1,19,7,0,3,0,0,0
61,0,0,1,19,7,0,3,0,0,0
50,0,0,1,18,0,0,3,0,0,0
63,0,0,2,20,1,0,3,0,0,0
92,11,0,8,47,20,2,1,0,0,0
219,47,2,37,19,29,1,5,0,0,0
15,3,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
60,3,0,0,17,4,1,1,0,0,0
103,4,0,1,38,3,0,3,0,0,0
315,22,0,11,16,24,2,9,0,0,0
63,3,0,0,35,5,0,2,0,0,0
75,4,0,1,27,4,0,3,0,0,0
296,9,1,3,19,27,4,6,0,0,0
61,0,0,1,19,7,0,3,0,0,0
108,4,0,1,39,4,0,3,0,0,0
152,12,0,0,63,9,0,2,0,0,0
121,5,0,0,44,4,0,4,0,0,0
40,5,0,0,25,1,0,0,0,0,0
40,5,0,0,25,1,0,0,0,0,0
188,15,0,1,89,15,1,3,0,0,0
138,8,0,4,10,16,1,3,0,0,0
209,16,1,6,10,23,2,4,0,0,0
117,11,1,0,45,2,1,3,0,0,1
143,50,0,2,90,9,0,6,0,0,0
48,1,0,1,14,6,0,3,0,0,0
68,2,0,0,31,1,0,3,0,0,0
92,4,0,0,38,3,0,3,0,0,0
74,5,0,1,35,1,0,3,0,0,0
179,8,0,0,75,7,1,3,0,0,0
120,13,0,1,51,4,1,4,0,0,0
491,86,9,12,1,91,13,5,0,0,0
112,7,1,1,41,4,1,3,0,0,0
40,5,0,0,25,1,0,0,0,0,0
43,0,0,2,12,0,0,3,0,0,0
66,4,0,0,19,0,1,3,0,0,0
12,5,0,1,0,4,1,2,0,0,0
74,0,0,1,1,5,0,3,0,0,0
98,5,0,1,40,3,0,3,0,0,0
40,5,0,0,25,1,0,0,0,0,0
220,8,0,0,35,7,0,3,0,0,0
80,3,0,1,36,3,0,3,0,0,0
73,19,0,4,37,7,0,2,0,0,0
69,3,0,0,39,1,0,3,0,0,0
74,0,0,1,1,5,0,3,0,0,0
40,5,0,0,25,1,0,0,0,0,0
101,14,4,0,0,16,0,3,0,0,0
127,8,0,0,47,7,1,3,0,0,0
74,0,0,1,1,5,0,3,0,0,0
45,3,0,0,27,1,0,3,0,0,0
73,3,0,1,0,0,0,3,0,0,0
218,28,1,3,91,26,0,5,0,0,0
0,0,0,0,0,0,0,0,0,0,0
77,3,0,0,31,1,0,3,0,0,0
38,1,0,1,14,0,0,3,0,0,0
61,0,0,1,19,7,0,3,0,0,0
282,78,5,12,18,44,8,3,0,0,0
104,3,0,0,33,4,0,3,0,0,0
59,3,0,1,27,0,0,3,0,0,0
61,0,0,1,19,7,0,3,0,0,0
81,4,0,1,37,3,0,3,0,0,0
40,5,0,0,25,1,0,0,0,0,0
70,2,0,1,21,9,1,4,0,0,0
189,11,1,2,11,33,8,4,0,0,0
107,1,1,3,11,2,0,4,0,0,1
47,1,0,1,13,4,0,3,0,0,0
92,4,0,0,38,3,2,3,0,0,0
131,7,0,1,45,5,1,5,0,0,0
63,3,0,1,33,0,0,3,0,0,0
106,6,0,1,37,7,1,3,0,0,0
27,0,0,3,12,1,1,4,0,0,0
154,36,6,6,0,15,0,3,0,0,0
61,0,0,1,19,7,0,3,0,0,0
176,6,0,0,59,4,0,5,0,0,0
40,5,0,0,25,1,0,0,0,0,0
31,1,0,1,11,0,0,3,0,0,0
5,1,0,0,3,1,0,0,0,0,0
188,22,0,1,15,0,0,8,0,0,0
48,1,0,1,13,6,1,4,0,0,0
0,0,0,0,0,0,0,0,0,0,0
114,13,1,0,0,7,0,1,0,0,0
170,9,1,1,66,10,1,3,0,0,0
9,1,0,0,0,1,0,0,0,0,0
47,3,0,0,27,1,0,3,0,0,0
401,70,1,0,308,47,6,12,0,0,0
4,0,0,0,0,2,0,0,0,0,0
51,4,1,0,0,4,0,0,0,0,0
4,1,0,0,0,0,0,0,0,0,0
18,1,0,1,6,0,0,3,0,0,0
40,5,0,0,25,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
20,2,0,0,8,0,0,0,0,0,0
56,0,0,2,20,1,0,3,0,0,0
98,3,0,0,38,10,0,4,0,0,0
384,70,1,0,307,47,3,12,0,0,0
149,4,0,0,50,4,0,6,0,0,0
384,70,1,0,307,47,3,12,0,0,0
102,5,0,3,40,7,0,3,0,0,0
50,0,0,1,18,0,0,3,0,0,0
40,5,0,0,25,1,0,0,0,0,0
110,14,0,1,34,7,0,7,0,0,0
81,4,0,1,33,6,0,3,0,0,0
152,6,0,0,0,2,1,3,0,0,0
74,0,0,1,1,5,0,3,0,0,0
15,3,0,0,0,0,0,0,0,0,0
40,5,0,0,25,1,0,0,0,0,0
73,3,0,1,17,1,0,3,0,0,0
62,1,0,1,14,1,0,4,0,0,0
76,0,0,1,1,1,0,3,0,0,0
15,3,0,0,15,0,0,0,0,0,0
79,7,0,1,0,9,0,3,0,0,0
40,6,0,0,16,2,0,3,0,0,0
74,0,0,1,1,5,0,3,0,0,0
70,6,0,0,32,1,0,4,0,0,0
47,13,8,0,27,2,0,0,0,0,1
80,1,0,4,32,1,0,4,0,0,0
74,0,0,1,1,5,0,3,0,0,0
49,3,0,2,13,0,0,1,0,0,0
28,1,0,1,8,0,0,3,0,0,0
70,14,6,2,27,11,4,3,0,0,0
140,10,0,1,9,5,3,5,0,0,0
64,1,0,1,22,2,0,3,0,0,0
87,4,0,0,6,0,0,4,0,0,0
104,9,0,3,26,7,2,4,0,0,0
43,0,0,1,15,5,0,3,0,0,0
11,0,0,0,2,2,1,0,0,0,0
40,5,0,0,25,1,0,0,0,0,0
9,1,0,0,0,1,0,0,0,0,0
69,2,0,1,21,10,1,4,0,0,0
103,7,0,0,0,9,2,7,0,0,0
74,0,0,1,1,5,0,3,0,0,0
5,2,0,0,0,0,0,0,0,0,0
118,4,0,0,9,5,0,3,0,0,0
51,4,1,0,0,4,0,0,0,0,0
43,1,0,1,14,0,0,3,0,0,0
206,6,0,1,0,10,0,13,0,0,0
61,0,0,1,19,7,0,3,0,0,0
486,48,0,13,239,1,1,6,0,0,0
0,0,0,0,0,0,0,0,0,0,0
119,13,0,1,51,4,1,4,0,0,0
47,0,0,2,13,6,0,3,0,0,0
56,0,0,2,20,0,0,3,0,0,0
40,5,0,0,25,1,0,0,0,0,0
40,5,0,0,25,1,0,0,0,0,0
559,43,2,115,167,10,3,41,0,0,0
4,0,0,0,0,0,0,0,0,0,0
139,14,0,0,74,9,0,1,0,0,0
6,1,0,0,5,0,0,1,0,0,0
61,0,0,1,19,7,0,3,0,0,0
64,1,0,1,22,2,0,3,0,0,0
66,2,0,0,0,6,1,1,0,0,0
40,5,0,0,25,1,0,0,0,0,0
209,24,0,1,27,4,2,10,0,0,0
86,3,0,0,9,3,0,8,0,0,0
21,3,0,0,15,2,0,0,0,0,0
108,3,0,2,36,2,2,0,0,0,0
74,0,0,1,1,5,0,3,0,0,0
64,1,0,1,22,8,0,3,0,0,0
93,2,0,3,36,4,2,3,0,0,0
139,48,0,5,92,15,1,3,0,0,0
155,15,0,3,38,8,1,4,0,0,0
83,3,0,0,11,4,0,3,0,0,0
39,9,0,0,25,5,1,0,0,0,0
40,5,0,0,25,1,0,0,0,0,0
44,1,0,0,5,2,0,1,0,0,0
104,12,0,1,75,2,4,9,0,0,0
40,5,0,0,25,1,0,0,0,0,0
172,22,0,1,91,28,2,2,0,0,0
40,5,0,0,25,1,0,0,0,0,0
11,0,0,0,5,0,0,0,0,0,0
40,5,0,0,25,1,0,0,0,0,0
74,0,0,1,1,5,0,3,0,0,0
27,5,1,0,4,1,0,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0
97,4,0,1,36,3,0,3,0,0,0
15,3,0,0,0,0,0,0,0,0,0
59,0,0,2,18,4,0,3,0,0,0
305,66,8,18,1,52,6,9,0,0,0
48,2,1,1,17,1,0,3,0,0,1
68,7,1,15,29,0,1,1,0,0,1
254,21,0,5,122,31,2,1,0,0,0
98,7,0,0,19,12,2,3,0,0,0
137,6,0,1,35,4,0,3,0,0,0
37,0,0,1,11,4,0,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0
38,2,1,1,2,0,0,3,0,0,1
160,7,0,1,39,2,0,6,0,0,0
74,2,0,0,3,7,0,2,0,0,0
77,4,0,1,35,1,0,3,0,0,0
2,0,0,0,2,0,0,0,0,0,0
68,4,1,1,34,1,0,3,0,0,1
64,1,0,1,22,8,0,3,0,0,0
216,20,0,3,102,25,3,1,0,0,0
17,2,0,0,3,0,1,3,0,0,0
76,4,0,1,18,6,0,4,0,0,0
